timestamp,segmen,target,durasi_ms,ok,extra
2026-07-22 07:28:41,decision,Node3,0.07,1,pred=0
2026-07-22 07:28:41,firebase_upload,detection_system/node3,67.01,1,bytes=128
2026-07-22 07:28:41,firebase_upload,Timeseries/Node3,66.51,1,bytes=58
2026-07-22 07:28:41,gw_total_frame,Node3,204.79,1,
2026-07-22 07:28:43,lora_link,Node1,1099.61,1,rssi=-70;snr=9.25;bytes=182
2026-07-22 07:28:43,firebase_upload,detection_system/node1,67.73,1,bytes=292
2026-07-22 07:28:44,lora_link,Node2,1098.60,1,rssi=-70;snr=10.25;bytes=182
2026-07-22 07:28:44,firebase_upload,detection_system/node2,72.91,1,bytes=293
2026-07-22 07:28:44,decision,Node2,0.09,1,pred=0
2026-07-22 07:28:44,firebase_upload,detection_system/node2,72.26,1,bytes=128
2026-07-22 07:28:44,firebase_upload,Timeseries/Node2,84.94,1,bytes=58
2026-07-22 07:28:44,gw_total_frame,Node2,236.17,1,
2026-07-22 07:28:45,lora_link,Node3,1080.02,1,rssi=-62;snr=9.5;bytes=182
2026-07-22 07:28:45,firebase_upload,detection_system/node3,71.71,1,bytes=291
2026-07-22 07:28:47,lora_link,Node1,1095.24,1,rssi=-70;snr=9.0;bytes=182
2026-07-22 07:28:47,firebase_upload,detection_system/node1,72.19,1,bytes=291
2026-07-22 07:28:47,decision,Node1,0.04,1,pred=0
2026-07-22 07:28:47,firebase_upload,detection_system/node1,73.81,1,bytes=128
2026-07-22 07:28:47,firebase_upload,Timeseries/Node1,97.75,1,bytes=58
2026-07-22 07:28:47,gw_total_frame,Node1,247.66,1,
2026-07-22 07:28:48,lora_link,Node2,1069.02,1,rssi=-71;snr=9.5;bytes=182
2026-07-22 07:28:48,firebase_upload,detection_system/node2,72.87,1,bytes=291
2026-07-22 07:28:49,lora_link,Node3,1091.82,1,rssi=-62;snr=12.25;bytes=182
2026-07-22 07:28:49,firebase_upload,detection_system/node3,71.89,1,bytes=293
2026-07-22 07:28:49,decision,Node3,0.09,1,pred=0
2026-07-22 07:28:49,firebase_upload,detection_system/node3,70.02,1,bytes=128
2026-07-22 07:28:49,firebase_upload,Timeseries/Node3,81.71,1,bytes=58
